batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
30,30-42,T124,0,,oridiv,oridiv,-42.88596,147.22224,1047,1100,Proteaceae,mid,3,205,Tasmania_MW,TAS_Mt_Wellington,150304,0.49026,0.07682,0.05920,0.07238,0.27880,0.14152,6.18,12.60555624,0.96835883,0.746248929,0.91239016,3.514429078,1,4.8,0.901858198,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27880,0.1172,402.6827597,24.83344459,49.23959828,0.00306
9,9-16,T324,0,,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,mid,2,255,Tasmania_FY,TAS_Freycinet,150311,0.41466,0.06718,0.06956,0.07212,0.20534,0.10422,8.425,20.31785077,1.364953215,1.4133097,1.465323397,4.172067477,1,6.8,0.342521975,,The gopro file numbers might be swapped between eucamy and eucglo because the species were identified as euc 1 & euc 2 in the notebook for gopro pics (SVS small black notebook),,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",16/11/2015,"Katy 1, p.106",,,2.4,4.909235502,750,1817.107824,27.04834511,,1.331260152,,50,1,20.6,23/05/2016,11,0.20534,0.03908,249.8042052,40.03135173,49.24515438,0.00046
,,T122,0,,oridiv,oridiv,-42.88596,147.22224,1047,1100,Proteaceae,sen,2,204,Tasmania_MW,TAS_Mt_Wellington,150304,0.61260,0.08000,0.07110,0.07300,0.38202,0.19384,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38202,0.10314,#DIV/0!,0,49.25920109,0.00648
21,21-13,T344,0,,acadec,acadec,-42.84638,147.43151,,,Fabaceae,mid,1,299,Tasmania_MC,TAS_Mt_Canopus,150312,0.45320,0.07618,0.06780,0.09314,0.21552,0.10934,17.948,39.60282436,3.01694316,2.685071492,3.688607061,8.535200706,1,15.1,0.910427197,Leaves scanned folded over so leaf area needs to be doubled,Leaves scanned folded over so leaf area needs to be doubled,,,,,,,,,,,,6.9,2.698151494,750,5166.129499,,,,,50,1,7.3,,,0.21552,0.17056,128.104779,78.06110029,49.26688938,0.00056
12,12-38,QL455,0,,corter,corter,-18.71986,138.52217,,,Myrtaceae,mid,3,444,Lawn_Hill_QLD,QLD_Lawn_Hill,150826,1.03784,0.06026,0.08518,0.07718,0.80420,0.40796,23.698,22.83396285,1.375974601,1.944996955,1.762325252,18.36307292,1,6.9,0.824946825,No bead in tech rep 1,No bead in tech rep 1,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.8,6.170219454,750,2108.880804,34.99636249,,1.532645153,,50,1,17.8,20/05/2016,8,0.80420,0.40796,222.1632522,45.0119446,49.27132554,0.01102
11,11-17,T055,0,,eucdel,eucdel,-42.91482,147.24619,727,732,Myrtaceae,old,2,208,Tasmania_MW,TAS_The_Springs,150302,1.42300,0.05730,0.06008,0.06648,1.21374,0.61498,26.905,18.90723823,1.083384751,1.135946873,1.256953197,22.94847133,1,5.4,0.605442829,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.8,2.5233177,750,2080.672391,36.31190908,,1.920529516,,50,1,18.0,17/05/2016,7,1.21374,0.53314,267.9829916,37.31580105,49.33181736,0.02540
10,10-31,KG123,0,,anghis,angcos,-33.67856,151.14825,,,Myrtaceae,new,2,81,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,0.62258,0.07940,0.05158,0.07798,0.40774,0.20644,14.963,24.0338591,1.908288413,1.239666453,1.874160333,9.79956571,2,6.2,0.519336721,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,2.0,4.878565688,750,1468.292035,28.46630546,,1.184425079,,50,1,25.5,17/05/2016,4,0.40774,0.20644,210.6623968,47.46931656,49.36969638,0.00588
31,31-30,QL294,0,,gregla,gregla,-18.29787,145.48911,,,Proteaceae,mid,2,411,Princess_Hill_QLD,QLD_Princess_Hill,150819,1.90210,0.07736,0.06180,0.08708,1.66734,0.84408,36.715,19.30235003,1.493229799,1.192885232,1.680848641,32.18358031,1,7.5,0.98439513,"Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark","Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark",,,,,,,,,,,,,,,,,,,,,,,,,1.66734,0.84408,262.2703851,38.12859007,49.37565224,0.00852
26,26-20,T210,0,,perjun,perjun,-42.38635,147.05113,,,Proteaceae,mid,2,287,Tasmania_BO,TAS_Bothwell,150309,0.27684,0.05156,0.06162,0.08976,0.07130,0.03608,8.206,29.64167028,1.52832452,1.826519723,2.660636324,2.113451091,1,7.6,0.426185507,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07130,0.03582,170.7160395,58.57680407,49.39691445,0.00260
17,17-42,YG145,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,old,3,106,Yengo_N,NSW_Yengo_N,140608,0.69026,0.10224,0.10716,0.07764,0.39668,0.20068,16.398,23.75626575,2.428840611,2.545721438,1.844436473,9.4236355,3,9.2,0.352372337,,,,,,,,,,,,,,5.8,9.10732987,750,4365.60464,,,,,50,1,8.6,,,0.39668,0.1563,212.9539072,46.95851854,49.41010386,0.00654
21,21-24,KG023,1,2,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,mid,1,47,Kuringai_MT_top,NSW_Kuringai_top,140603,2.01302,0.08122,0.07710,0.07500,1.76120,0.89084,29.999,14.90248482,1.210379817,1.14898158,1.117686362,26.24625627,3,5.6,0.478729169,,,,,,,,,,,,,,2.7,2.104933417,750,2008.324168,,,,,50,1,18.7,,,1.76120,0.89084,339.416026,29.46236841,49.41857824,0.01850
9,9-32,T163,0,,eucreg,eucnit,-43.03746,146.27668,,,Myrtaceae,old,2,226,Tasmania_RK,TAS_Red_Knoll,150307,0.24832,0.05444,0.04620,0.05880,0.08626,0.04362,3.995,16.08811211,0.875836823,0.74327078,0.945980992,1.387760551,1,4.4,0.386965159,,Looks like E nitida with E regnans bark.,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,1.6,4.472621146,750,1206.143552,22.15546569,,1.377132726,,50,1,31.1,23/05/2016,10,0.08626,0.08386,314.3193541,31.8147765,49.43194992,0.00262
10,10-45,T019,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,old,2,194,Tasmania_MW,TAS_Mt_Wellington,150302,0.58274,0.06296,0.05884,0.07200,0.38342,0.19388,7.957,13.65445996,0.859684799,0.803428424,0.983121117,5.23539304,1,4.3,0.558810336,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,1.8,4.594685908,750,1334.401276,21.19442941,,1.55219829,,50,1,28.1,20/05/2016,8,0.38342,0.13606,370.3255869,27.00326511,49.434041,0.00552
12,12-07,T015,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,old,1,193,Tasmania_MW,TAS_Mt_Wellington,150302,0.45350,0.06880,0.08112,0.06514,0.23074,0.11666,6.889,15.1907387,1.045122822,1.232272723,0.989524719,3.505111047,1,5.2,0.737438062,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.4,3.296112712,750,1789.220402,26.00611049,,1.71197142,,50,1,21.0,17/05/2016,6,0.23074,0.13748,332.8282569,30.04552586,49.44092918,0.00770
18,18-20,YG097,0,,acaimp,acaimp,-32.7817,150.9291,,,Fabaceae,mid,2,98,Yengo_N,NSW_Yengo_N,140526,1.38890,0.09632,0.11180,0.08670,1.06320,0.53748,32.357,23.29685363,2.243952941,2.604588235,2.019837209,24.76921477,3,10.1,0.448846678,,,,,,,,,,,,,,5.2,7.766918698,750,3907.525716,,,,,50,1,9.6,,,1.06320,0.66096,216.9951712,46.0839748,49.4469526,0.03088
26,26-37,KG110,0,,xylpyr,xylpyr,-33.67856,151.14825,,,Proteaceae,mid,2,82,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,1.54408,0.06450,0.05186,0.06372,1.35034,0.68260,37.221,24.10561629,1.554812251,1.250117261,1.53600987,32.5507779,2,6.3,0.478356901,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35034,0.6826,209.7031297,47.68646045,49.44976821,0.01366
12,12-03,T403,0,,eucten,eucten,-43.04191,147.95053,,,Myrtaceae,old,2,272,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.66134,0.06202,0.07606,0.06932,0.45134,0.22812,11.253,17.01545347,1.055298424,1.294195391,1.179511235,7.679754771,1,5.3,0.724706155,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.0,8.868752592,750,1467.645274,23.6640644,,1.390739567,,50,1,25.6,17/05/2016,5,0.45134,0.2442,297.0407348,33.66541632,49.45717198,0.00260
30,30-41,T035,0,,oriaci,oriaci,-42.89581,147.23627,1249,1264,Proteaceae,old,3,none,Tasmania_MW,TAS_Mt_Wellington,150302,0.40206,0.08120,0.07382,0.06268,0.18400,0.09298,4.944,12.29667214,0.998489778,0.907740337,0.77075541,2.262587673,1,5.0,0.900641196,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18400,0.09144,410.9454015,24.33413286,49.4673913,0.00036
25,25-46,T185,0,,agaodo,agaodo,-43.03746,146.27668,,,Proteaceae,new,2,223,Tasmania_RK,TAS_Red_Knoll,150307,0.24950,0.06704,0.05316,0.05718,0.07126,0.03600,3.289,13.18236473,0.883745731,0.700774509,0.753767615,0.939375311,1,4.4,0.383627826,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07126,0.10906,383.2334062,26.09375863,49.48077463,0.00086
30,30-32,QL095,0,,grepar,grepar,-18.43758,146.13636,,,Proteaceae,mid,1,360,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.29772,0.08342,0.08004,0.08232,1.04000,0.52520,31.991,24.65169682,2.056444549,1.973121814,2.029327682,25.6377647,1,10.3,0.888176736,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04000,0.5252,204.8540527,48.81524123,49.5,0.01194
18,18-33,QL127,0,,acafla,acafla,-18.43758,146.13636,,,Fabaceae,mid,3,352,S_Cardwell_QLD,QLD_Cardwell_S,150809,2.38692,0.07496,0.10210,0.09006,2.11192,1.06616,80.393,33.68064284,2.524700987,3.438793634,3.033278694,71.13082322,1,12.6,0.464915996,,,,,,,,,,,,,,5.2,5.15787798,750,3883.902527,,,,,50,1,9.7,,,2.11192,1.06616,149.887201,66.71683727,49.51702716,0.00788
24,24-27,KG067,0,,grespe,grespe,-33.6933,151.14541,,,Proteaceae,new,3,43,Kuringai_MT_top,NSW_Kuringai_top,140611,,0.06766,0.06978,0.07082,0.08770,0.04426,,#DIV/0!,#DIV/0!,2.236,#DIV/0!,#DIV/0!,2,11.2,0.270387254,mark on grevillea young leaf indicates the inside of the gasket,mark on grevillea young leaf indicates the inside of the gasket,,,,,,,,,,,,,,,,,,,,,,,,,0.08770,0.04426,#DIV/0!,#DIV/0!,49.53249715,-0.29596
17,17-29,T291,0,,acamel,acamel,-42.10667,148.33655,,,Fabaceae,mid,2,248,Tasmania_FY,TAS_Freycinet,150311,0.39942,0.06076,0.04950,0.05994,0.22776,0.11492,8.678,21.72650343,1.320102348,1.07546192,1.302286616,4.948428421,1,6.6,0.29369845,,,,,,,,,,,,,,3.2,5.389682038,750,2392.99263,,,,,50,1,15.7,,,0.22776,0.12674,232.2353487,43.05976698,49.543379,0.00146
17,17-08,YG161,0,,acafal,acafal,-32.7817,150.9291,,,Fabaceae,mid,4,105,Yengo_N,NSW_Yengo_N,140609,0.40576,0.07476,0.06610,0.07258,0.18432,0.09300,11.644,28.69676656,2.145370268,1.89685627,2.082811317,5.289388013,3,10.4,0.20348726,,,,,,,,,,,,,,5.3,9.51821786,750,4006.252192,,,,,50,1,9.4,,,0.18432,0.23266,175.8237433,56.87513992,49.54427083,0.00800
28,28-36,KG111,0,,xylpyr,xylpyr,-33.67856,151.14825,,,Proteaceae,new,2,82,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,1.30454,0.07686,0.06784,0.06354,1.08426,0.54702,30.331,23.25034112,1.787021218,1.577303141,1.477326675,25.20941486,2,7.9,0.687577585,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08426,0.54702,216.9903598,46.08499663,49.54900116,0.01204
13,13-35,QL410,0,,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,new,2,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.40958,0.06678,0.06912,,1.25724,0.63380,24.286,17.22924559,1.150569021,1.190885455,0,21.66129673,1,5.8,0.982013594,,,,,,,,,,,,,,2.2,1.394637601,750,1671.853986,,,,,50,1,22.4,31/05/2016,12,1.25724,0.6338,292.5955948,34.17686451,49.58798638,0.01644
30,30-23,KG114,0,,greser,greser,-33.67856,151.14825,,,Proteaceae,mid,2,87,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,,0.10312,0.06454,0.07700,0.13858,0.06986,,#DIV/0!,#DIV/0!,1.984,#DIV/0!,#DIV/0!,2,9.9,0.870190803,pen marks (2) at outside of gasket edges with extra space,pen marks (2) at outside of gasket edges with extra space,,,,,,,,,,,,,,,,,,,,,,,,,0.13858,0.06986,#DIV/0!,#DIV/0!,49.58868524,-0.38324
31,31-28,KG130,0,,xylpyr,xylpyr,-33.67856,151.14825,,,Proteaceae,mid,3,83,Kuringai_MT_bottom,NSW_Kuringai_bottom,140617,1.66230,0.07516,0.06980,0.07246,1.39500,0.70306,36.544,21.98399807,1.652317295,1.534483066,1.592960501,30.66767731,2,7.7,0.982329682,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39500,0.70306,229.2511405,43.62028463,49.60143369,0.04988
30,30-38,KG115,0,,greser,greser,-33.67856,151.14825,,,Proteaceae,new,2,87,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,,0.05834,0.05668,0.05572,0.08784,0.04426,,#DIV/0!,#DIV/0!,2.013,#DIV/0!,#DIV/0!,2,10.1,0.896488554,pen marks at inside gasket edge,pen marks at inside gasket edge,,,,,,,,,,,,,,,,,,,,,,,,,0.08784,0.04426,#DIV/0!,#DIV/0!,49.6129326,-0.25858
10,10-10,QL135,0,,eucpla,eucpla,-18.43758,146.13636,,,Myrtaceae,old,2,354,S_Cardwell_QLD,QLD_Cardwell_S,150809,2.58080,0.07458,0.09254,0.05484,2.34412,1.18104,71.285,27.62128022,2.059995079,2.556073272,1.514751007,64.7475954,1,10.3,0.437950906,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.1,9.758402125,750,2306.617035,30.92809111,,1.119719682,,50,1,16.3,17/05/2016,4,2.34412,1.18104,182.406774,54.8225254,49.61691381,0.01472
29,29-14,QL164,0,,grebai,grebai,-17.91588,146.06968,,,Proteaceae,mid,3,377,Mission_Beach_QLD,QLD_Mission_Beach,150811,1.85248,0.07858,0.06984,0.06946,1.62180,0.81702,57.336,30.95094144,2.432124978,2.16161375,2.149852392,50.19623683,1,12.2,0.752445564,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62180,0.81702,162.7651895,61.43819837,49.62264151,0.01280
21,21-34,QL113,0,,corint,corint,-18.43758,146.13636,,,Myrtaceae,sen,2,358,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.42378,0.06842,0.06502,0.05328,1.22738,0.61830,39.895,28.02048069,1.917161289,1.821891655,1.492931211,34.39177759,1,9.6,0.000499165,,,,,,,,,,,,,,1.9,1.956510283,750,1404.143811,,,,,50,1,26.7,,,1.22738,0.6183,179.7813441,55.62312404,49.6244032,0.00968
18,18-43,T390,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,mid,2,297,Tasmania_MC,TAS_Mt_Canopus,150312,1.47560,0.07066,0.06498,0.07534,1.26056,0.63496,33.082,22.41935484,1.584151613,1.456809677,1.689074194,28.26094194,1,7.9,0.498809645,,Top of sky pic is East instead of North.,,,,,,,,,,,,7.3,10.19388719,750,5463.288327,,,,,50,1,6.9,,,1.26056,0.1754,224.6775785,44.50822404,49.62873643,0.00406
8,DP071,QL111,0,,corint,corint,-18.43758,146.13636,,,Myrtaceae,mid,2,358,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.72878,0.09056,0.07468,0.07442,1.47384,0.74234,54.216,31.36084406,2.840038038,2.342027835,2.333874015,46.22086641,1,14.2,0.247099951,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,5.4,4.636936959,750,4047.383225,44.69283596,,1.425115851,,50,1,9.3,16/05/2016,1,1.47384,0.74234,160.6071148,62.26374224,49.63225316,0.01528
31,31-39,T279,0,,banmar,banmar,-42.1161,148.33585,,,Proteaceae,mid,2,245,Tasmania_FY,TAS_Freycinet,150311,0.15292,0.06112,0.06004,0.05346,0.09552,0.04810,3.114,20.3635888,1.244622548,1.222629872,1.088637457,1.945130003,1,6.2,0.994793903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09552,0.0897,247.2842429,40.43929319,49.6440536,-0.11722
27,27-18,T209,0,,perjun,perjun,-42.38635,147.05113,,,Proteaceae,new,2,287,Tasmania_BO,TAS_Bothwell,150309,0.23790,0.05288,0.06468,0.04336,0.07114,0.03582,6.492,27.2887768,1.443030517,1.765038083,1.183241362,1.941323581,1,7.2,0.536264174,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07114,0.03166,184.5132895,54.19663823,49.64858026,0.00584
,,YG011,0,,acapar,acapar,-32.78244,150.92318,,,Fabaceae,old,1,117,Yengo_N,NSW_Yengo_N,140419,,0.06400,0.04400,0.05900,0.09100,0.04578,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,Not extracting YG001-YG057,Not extracting YG001-YG057,,,,,,,,,,,,,,,,,,,,,,,,,0.09100,0.04254,#DIV/0!,#DIV/0!,49.69230769,-0.25800
12,12-26,QL243,0,,euc? (ironbark),eucatr,-18.23223,145.53238,,,Myrtaceae,old,3,393,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,1.18668,0.09180,0.06582,0.06524,0.95676,0.48114,24.657,20.77813732,1.907433006,1.367616999,1.355565679,19.87969067,1,9.5,0.790237469,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.7,7.114285142,750,1992.476759,21.70453986,,1.044585447,,50,1,18.8,20/05/2016,8,0.95676,0.48114,242.0258987,41.31789223,49.7115264,0.00706
8,DP065,KG024,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,new,1,47,Kuringai_MT_top,NSW_Kuringai_top,140603,1.71928,0.09646,0.08172,0.07158,1.44884,0.72856,26.137,15.20229398,1.466413278,1.242331464,1.088180203,22.02569162,2,6.2,0.212679195,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.3,4.252247646,750,2476.223435,30.30131467,,1.993206729,,50,1,15.1,16/05/2016,1,1.44884,0.72856,330.7773543,30.23181566,49.71425416,0.02068
24,24-46,KG113,0,,greser,greser,-33.67856,151.14825,,,Proteaceae,old,2,87,Kuringai_MT_bottom,NSW_Kuringai_bottom,140613,,0.09594,0.08430,0.06832,0.15286,0.07680,,#DIV/0!,#DIV/0!,3.109,#DIV/0!,#DIV/0!,2,15.5,0.219021426,pen marks (2) at inside of gasket edges,pen marks (2) at inside of gasket edges,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.15286,0.0768,#DIV/0!,#DIV/0!,49.75794845,-0.40142
20,20-30,KG006,0,,acauli,acauli,-33.6933,151.14541,,,Fabaceae,old,2,49,Kuringai_MT_top,NSW_Kuringai_top,140603,,0.08018,0.07558,0.09480,0.31900,0.16016,,#DIV/0!,#DIV/0!,1.666,#DIV/0!,#DIV/0!,2,8.3,0.808338819,,,,,,,,,,,,,,3.5,0.95411414,750,2622.342437,,,,,50,1,14.3,,,0.31900,0.16016,#DIV/0!,#DIV/0!,49.79310345,-0.56956
21,21-25,T367,0,,acagen,acagen,-43.0403,147.94647,,,Fabaceae,mid,2,278,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.31974,0.06924,0.06962,0.06298,0.11676,0.05862,6.727,21.03896916,1.456738225,1.464733033,1.325034278,2.456510039,1,7.3,0.961823519,,,,,,,,,,,,,,4.0,2.755763142,750,2981.592816,,,,,50,1,12.6,,,0.11676,0.04336,238.631225,41.90566427,49.79445015,0.00114
29,29-11,T183,0,,agaodo,agaodo,-43.03746,146.27668,,,Proteaceae,old,1,222,Tasmania_RK,TAS_Red_Knoll,150307,0.49760,0.07032,0.06640,0.06372,0.29526,0.14808,5.166,10.3818328,0.730050482,0.689353698,0.661530386,3.065339952,1,3.7,0.739609315,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29526,0.06104,483.0785568,20.70056694,49.84759195,0.00190
16,16-08,T386,0,,acalon,acalon,-42.84732,147.43592,,,Fabaceae,old,1,296,Tasmania_MC,TAS_Mt_Canopus,150312,1.22228,0.05496,0.07020,0.05686,1.01112,0.50710,26.858,21.97368852,1.207673921,1.542552934,1.249423929,22.21803593,1,6.0,0.021084317,,Top of sky pic is East instead of North.,,,,,,,,,,,,3.3,2.605594789,750,2446.019767,,,,,50,1,15.3,,,1.01112,0.4001,228.2379962,43.81391428,49.84769365,0.02914
20,20-35,KG089,0,,acalon,acalon,-33.6933,151.14541,,,Fabaceae,old,3,60,Kuringai_MT_top,NSW_Kuringai_top,140611,1.17906,0.07330,0.06058,0.06804,0.96520,0.48406,26.553,22.52048242,1.650751361,1.364290825,1.532293624,21.73676963,2,6.8,0.831782985,,,,,,,,,,,,,,3.8,0.873469258,750,2821.845089,,,,,50,1,13.3,,,0.96520,0.48406,222.6917837,44.9051143,49.84873601,0.01194
30,30-31,QL254,0,,perfal,perfal,-18.21169,145.52417,,,Proteaceae,old,3,387,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,1.60012,0.08548,0.07274,0.06768,1.36486,0.68446,28.169,17.60430468,1.504815964,1.280537122,1.191459341,24.02741128,1,7.5,0.887509148,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36486,0.68446,284.8663104,35.10418619,49.8512668,0.00936
8,DP053,KG137,0,,eucobl,eucobl,-33.68188,151.14428,,,Myrtaceae,old,3,88,Kuringai_MT_bottom,NSW_Kuringai_bottom,140617,0.91082,0.06408,0.09070,0.09068,0.65340,0.32742,14.67,16.10636569,1.032095914,1.460847368,1.460525241,10.52389934,2,7.3,0.170512275,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.5,4.165793839,750,1849.110715,20.38710821,,1.265779543,,50,1,20.3,16/05/2016,2,0.65340,0.32742,311.1204215,32.14189525,49.88980716,0.01196
7,DP047,KG022,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,old,1,47,Kuringai_MT_top,NSW_Kuringai_top,140603,1.55066,0.06828,0.08376,0.06666,1.31884,0.66076,22.729,14.65762965,1.000822953,1.22772306,0.977077593,19.33106829,2,6.1,0.166640593,,,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,2.5,5.293182027,750,1848.4596,22.06852436,,1.505599806,,50,1,20.3,16/05/2016,3,1.31884,0.66076,341.8124596,29.25580891,49.89839556,0.01312
28,28-30,QL158,0,,grebai,grebai,-17.91588,146.06968,,,Proteaceae,mid,1,375,Mission_Beach_QLD,QLD_Mission_Beach,150811,0.90218,0.06778,0.08346,0.08730,0.65450,0.32788,26.115,28.94655169,1.961997273,2.415879204,2.527033962,18.94551808,1,9.8,0.675173961,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65450,0.32788,173.0646788,57.78186556,49.90374332,0.00914
,,T114,0,,lompol,lompol,-42.88596,147.22224,1047,1100,Proteaceae,sen,3,201,Tasmania_MW,TAS_Mt_Wellington,150304,0.47776,0.06926,0.08950,0.07464,0.24420,0.12228,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24420,0.25296,#DIV/0!,0,49.92628993,0.00016
12,12-11,RH007,0,,eucdum,eucdum,-32.96407,146.16016,,,Myrtaceae,old,2,312,Round_Hill,NSW_Round_Hill,150405,0.54030,0.11130,0.08108,0.09156,0.25172,0.12598,10.05,18.60077735,2.070266519,1.508151027,1.703087174,4.682187674,1,10.4,0.76001359,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,"Lavapep repeated 14/03/2016, Katy 1, p.145",5.4,8.017194839,750,4077.528974,36.63548045,,1.969567173,,50,1,9.2,20/05/2016,9,0.25172,0.13966,269.0622606,37.16611902,49.95232798,0.00464
22,22-31,QL295,0,,gregla,gregla,-18.29787,145.48911,,,Proteaceae,old,2,411,Princess_Hill_QLD,QLD_Princess_Hill,150819,1.77108,0.07166,0.07864,0.08114,1.52970,0.76526,36.162,20.41805,1.463157463,1.605675452,1.656720577,31.23349109,1,7.3,0.046543647,"Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark","Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark",,,,,,,,,,,,2.9,4.198219453,750,2167.507534,,,,,50,1,17.3,,,1.52970,0.76526,245.0126365,40.81422143,49.97319736,0.00994
